ACADEMIE;N°Département;DEPARTEMENT;COMMUNE;UAI tête de réseau;NUMERO;NOM DE L'ETABLISSEMENT;TYPE_DETABLISSEMENT;EP;circonscription ;contact collège ou circonscription 
STRASBOURG;68;HAUT-RHIN;MULHOUSE;0681395X;0681031B;FURSTENBERGER;ECOLE MATERNELLE;REP+;IEN MULHOUSE 1;ce.0680122N@ac-strasbourg.fr
STRASBOURG;68;HAUT-RHIN;MULHOUSE;0681395X;0681042N;JACQUES PREVERT;ECOLE MATERNELLE;REP+;IEN MULHOUSE 1;ce.0680122N@ac-strasbourg.fr
STRASBOURG;68;HAUT-RHIN;MULHOUSE;0681395X;0681043P;HENRI REBER;ECOLE MATERNELLE;REP+;IEN MULHOUSE 1;ce.0680122N@ac-strasbourg.fr
STRASBOURG;68;HAUT-RHIN;MULHOUSE;0681395X;0681374Z;PRANARD;ECOLE MATERNELLE;REP+;IEN MULHOUSE 1;ce.0680122N@ac-strasbourg.fr
STRASBOURG;68;HAUT-RHIN;MULHOUSE;0681395X;0681938M;THERESE;ECOLE MATERNELLE;REP+;IEN MULHOUSE 1;ce.0680122N@ac-strasbourg.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310086A;GEORGE SAND;COLLEGE;REP+;;ce.0310086A@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0312347H;CLEMENT FALCUCCI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310988F;PIERRE DE RONSARD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310987E;GEORGES HYON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0311016L;MARCEL PAGNOL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0312272B;ETIENNE BILLIERES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310193S;CLEMENT FALCUCCI;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310194T;GEORGES HYON;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310208H;ETIENNE BILLIERES;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0310209J;TOEC;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0310086A;0311742A;PIERRE DE RONSARD;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 4 TOULOUSE PONT;ce.0312827E@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;;;ECOLE ISOLEE;REP+;;
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0311124D;LES PINHOUS;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0311305A;PAUL DOTTIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0312196U;VICTOR HUGO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0312334U;GEORGES BASTIDE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0311301W;GEORGES BASTIDE;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0311550S;CAMILLE CLAUDEL;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311124D;0311613K;VICTOR HUGO;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 2 TOULOUSE SUD;ce.0312825C@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0311265G;ROSA PARKS;COLLEGE;REP+;;ce.0311265G@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0310921H;LALANDE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 5 TOULOUSE NORD;ce.0312014W@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0312178Z;ERNEST RENAN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 5 TOULOUSE NORD;ce.0312014W@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0310185H;JEAN DIEUZAIDE;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 5 TOULOUSE NORD;ce.0312014W@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0310215R;JEAN MONNET;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 5 TOULOUSE NORD;ce.0312014W@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311265G;0310227D;ERNEST RENAN;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 5 TOULOUSE NORD;ce.0312014W@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;;;ECOLE ISOLEE;REP+;;
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311604A;DANIEL FAUCHER 1;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311645V;DANIEL FAUCHER 2;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311693X;DIDIER DAURAT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0312107X;ELSA TRIOLET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0312227C;BUFFON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0312323G;JEAN GALIA;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0310205E;BUFFON;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311616N;DANIEL FAUCHER;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311622V;JEAN GALIA;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311661M;AURIACOMBE;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0311662N;DIDIER DAURAT;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0312227C;0312112C;ELSA TRIOLET;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 3 TOULOUSE RIVE;ce.0312826D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0311630D;STENDHAL;COLLEGE;REP+;;ce.0311630D@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0312411C;SYLVAIN DAURIAC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0312542V;PAPUS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0310240T;PAPUS;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0311123C;SYLVAIN DAURIAC;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0311304Z;LOUISE MICHEL;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
TOULOUSE;31;HAUTE-GARONNE;TOULOUSE;0311630D;0311695Z;TABAR;ECOLE MATERNELLE;REP+;IEN HAUTE GARONNE 1 TOULOUSE LES 2;ce.0312824B@ac-toulouse.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911570M;LEOPOLD SEDAR SENGHOR;COLLEGE;REP+;;ce.0911570M@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0910282M;JEAN MACE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911188X;JACQUES PREVERT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911429J;LES QUATRE VENTS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911520H;PABLO PICASSO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0910577H;JEAN MACE;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911209V;ARTHUR RIMBAUD;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911370V;CHARLES BAUDELAIRE;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911570M;0911605A;MONTAGNE DES GLAISES;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0911024U;LOUISE MICHEL;COLLEGE;REP+;;ce.0911024U@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0910284P;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0910646H;FREDERIC JOLIOT-CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0911187W;PAUL ELUARD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0912388B;ANDRE MALRAUX;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0910574E;PAUL LANGEVIN;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0910693J;FREDERIC JOLIOT-CURIE;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;CORBEIL-ESSONNES;0911024U;0910999S;LA SOURCE;ECOLE MATERNELLE;REP+;IEN CORBEIL ESSONNES;ce.0911085K@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911729K;LES PYRAMIDES;COLLEGE;REP+;;ce.0911729K@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911420Z;JULES VERNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911631D;ALEXANDRE DUMAS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911830V;MAURICE GENEVOIX;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911988S;ALAIN SAVARY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911484U;PETIT DRAGON;ECOLE MATERNELLE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911710P;LA POULE ROUSSE;ECOLE MATERNELLE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;EVRY;0911729K;0911843J;MAURICE GENEVOIX;ECOLE MATERNELLE;REP+;IEN EVRY I;ce.0911321S@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911036G;JEAN VILAR;COLLEGE;REP+;;ce.0911036G@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911048V;L'AUTRUCHE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911131K;LE BELIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911283A;LE RENNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0912279H;AIME CESAIRE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911066P;BELIER - CERF;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911133M;LE MINOTAURE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911214A;LA LICORNE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911036G;0911226N;PEGASE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911253T;PABLO NERUDA;COLLEGE;REP+;;ce.0911253T@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911197G;JEAN PERRIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911326X;GERARD PHILIPE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0912103S;JEAN MOULIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0912300F;LUCIE AUBRAC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911176J;LE CHAT BOTTE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911406J;BELLE AU BOIS DORMANT;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0911469C;LA PETITE SIRENE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0912104T;JEAN MOULIN;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0912286R;PAUL LANGEVIN;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0911253T;0912299E;GEORGES CHARPAK;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0912196T;SONIA DELAUNAY;COLLEGE;REP+;;ce.0912196T@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0910449U;GABRIEL PERI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0910959Y;LE BUFFLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0911325W;ELSA TRIOLET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0912260M;DULCIE SEPTEMBER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0910561R;LES TILLEULS;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0911006Z;LE BUFFLE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0911231U;CENDRILLON;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0911295N;LE CHAPERON ROUGE;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;91;ESSONNE;GRIGNY;0912196T;0912259L;ANGELA DAVIS;ECOLE MATERNELLE;REP+;IEN GRIGNY;ce.0912189K@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921621M;GUY MOQUET;COLLEGE;REP+;;ce.0921621M@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0920225V;PAUL LANGEVIN A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0920349E;PAUL LANGEVIN B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921648S;JEAN LURCAT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921842C;DENIS DIDEROT A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921843D;DENIS DIDEROT B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0920476T;PAUL LANGEVIN;ECOLE MATERNELLE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921263Y;PAULINE KERGOMARD;ECOLE MATERNELLE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921516Y;DENIS DIDEROT;ECOLE MATERNELLE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0921637E;JEAN LURCAT;ECOLE MATERNELLE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;GENNEVILLIERS;0921621M;0922551Y;AGUADO;ECOLE MATERNELLE;REP+;IEN GENNEVILLIERS;ce.0922170J@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0921589C;EVARISTE GALOIS;COLLEGE;REP+;;ce.0921589C@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0922024A;ROBESPIERRE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0922228X;JACQUES DECOUR A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0922560H;JACQUES DECOUR B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0922602D;PABLO PICASSO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0920847W;JACQUES DECOUR;ECOLE MATERNELLE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0921465T;ROBESPIERRE;ECOLE MATERNELLE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;92;HAUTS-DE-SEINE;NANTERRE;0921589C;0922151N;PABLO PICASSO;ECOLE MATERNELLE;REP+;IEN NANTERRE I;ce.0922174N@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0950886X;CLAUDE MONET;COLLEGE;REP+;;ce.0950886X@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0950923M;HENRI WALLON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0951057H;ROMAIN ROLLAND;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0951132P;ANATOLE FRANCE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0950952U;ROMAIN ROLLAND 1;ECOLE MATERNELLE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0950953V;ROMAIN ROLLAND 2;ECOLE MATERNELLE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0951123E;ANATOLE FRANCE;ECOLE MATERNELLE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
VERSAILLES;95;VAL-D'OISE;ARGENTEUIL;0950886X;0952089E;HENRI WALLON;ECOLE MATERNELLE;REP+;IEN ARGENTEUIL NORD;ce.0951018R@ac-versailles.fr
